AccidentID,CarID,Date,Severity,Description,RepairCost
A49011,C32648,2023-09-03,Major,Damage from pothole incident,1331.0
A21759,C14425,2024-09-26,Moderate,Hood dent from minor crash,1541.0
A12528,C08297,2021-08-24,Severe,Damage from pothole incident,3798.0
A25591,C17051,2023-11-03,Minor,Hood dent from minor crash,1095.0
A31392,C20905,2022-02-09,Severe,Hood dent from minor crash,2319.0
A67592,C44944,2024-06-03,Moderate,Head-on collision,3124.0
A67593,C44944,2025-03-31,Minor,Tire puncture during accident,758.0
A67594,C44944,2023-09-27,Moderate,Minor parking lot accident,4076.0
A64069,C42549,2021-05-29,Moderate,Accident on slippery road,1905.0
A64070,C42549,2025-01-18,Moderate,Fender scratch from curb,2917.0
A64071,C42549,2024-04-12,Severe,Hood dent from minor crash,500.0
A72456,C48169,2024-01-18,Minor,Front bumper scrape,1542.0
A72457,C48169,2022-10-26,Major,Windshield damage,4641.0
A13592,C09023,2024-06-16,Major,Rear quarter panel dent,3436.0
A13593,C09023,2025-06-13,Minor,Door dent from tight parking,2640.0
A13186,C08756,2024-07-01,Major,Windshield damage,1027.0
A13187,C08756,2021-10-05,Major,Scratched paint on rear bumper,4335.0
A13188,C08756,2025-03-23,Moderate,Damage from pothole incident,2637.0
A16010,C10596,2020-10-23,Severe,Front-end collision,4644.0
A16011,C10596,2021-08-10,Minor,Rear-end hit at traffic light,375.0
A16012,C10596,2022-12-18,Moderate,Side panel scratch,3438.0
A66813,C44398,2022-08-12,Major,Damage from pothole incident,3179.0
A69381,C46146,2023-04-22,Minor,Fender scratch from curb,3618.0
A69382,C46146,2023-06-05,Moderate,Tire puncture during accident,2336.0
A52449,C34928,2025-04-04,Minor,Damage from pothole incident,4322.0
A52450,C34928,2023-07-24,Minor,Parking lot scrape,4607.0
A52451,C34928,2022-09-26,Major,Damage from pothole incident,2146.0
A57548,C38308,2023-05-07,Severe,Hood dent from minor crash,3045.0
A31591,C21042,2024-05-03,Minor,Minor parking lot accident,2420.0
A34158,C22765,2025-05-06,Minor,Rear-end hit at traffic light,3269.0
A34159,C22765,2021-04-11,Severe,Minor parking lot accident,144.0
A34160,C22765,2024-10-30,Major,Damage from pothole incident,573.0
A44267,C29454,2021-09-20,Severe,Rear bumper collision,4415.0
A56729,C37750,2024-11-08,Minor,Rear quarter panel dent,544.0
A56730,C37750,2022-05-06,Severe,Tire puncture during accident,1726.0
A56731,C37750,2022-07-24,Moderate,Side mirror broken,2583.0
A66937,C44478,2024-10-15,Major,Minor collision at roundabout,4414.0
A66938,C44478,2022-11-30,Major,Side swipe from passing vehicle,509.0
A66939,C44478,2023-09-25,Moderate,Minor fender bender,2728.0
A71472,C47525,2024-09-07,Minor,Rear quarter panel dent,1523.0
A35700,C23771,2024-01-18,Moderate,Hood dent from minor crash,2561.0
A35701,C23771,2022-03-13,Major,Door dent from tight parking,2255.0
A27364,C18222,2023-04-02,Major,Hood dent from minor crash,2043.0
A36361,C24222,2024-01-03,Severe,Head-on collision,890.0
A36362,C24222,2021-09-18,Minor,Parking lot scrape,1070.0
A27181,C18107,2020-12-10,Moderate,Door dent from tight parking,317.0
A01526,C01054,2024-06-08,Moderate,Tire puncture during accident,1626.0
A24555,C16357,2022-10-16,Major,Rear quarter panel dent,1364.0
A24556,C16357,2024-09-25,Major,Windshield damage,379.0
A24557,C16357,2023-02-02,Major,Rear quarter panel dent,139.0
A02882,C01975,2023-09-13,Major,Front bumper scrape,3477.0
A68917,C45842,2023-11-24,Severe,Minor fender bender,2954.0
A06072,C04072,2025-07-07,Major,Rear-end hit at traffic light,4271.0
A06073,C04072,2022-06-30,Major,Minor fender bender,388.0
A73393,C48784,2021-08-09,Severe,Side panel scratch,854.0
A14786,C09804,2021-12-09,Major,Accident on slippery road,208.0
A14787,C09804,2024-02-28,Moderate,Rear bumper collision,1209.0
A33039,C21994,2021-03-26,Minor,Collision with pole,4165.0
A72960,C48492,2021-02-07,Severe,Rear bumper collision,4321.0
A30873,C20559,2024-07-24,Moderate,Minor fender bender,4812.0
A66762,C44367,2021-03-20,Minor,Windshield damage,1762.0
A66763,C44367,2021-09-07,Moderate,Collision with pole,898.0
A66764,C44367,2024-08-23,Severe,Tire puncture during accident,2150.0
A08566,C05735,2021-11-11,Moderate,Damage from pothole incident,1341.0
A08567,C05735,2021-02-07,Severe,Windshield damage,4610.0
A08568,C05735,2021-04-12,Major,Damage from pothole incident,2627.0
A27718,C18458,2024-06-04,Severe,Minor collision at roundabout,2011.0
A27719,C18458,2025-05-28,Major,Door dent from tight parking,1395.0
A27720,C18458,2021-02-09,Major,Minor fender bender,3811.0
A22289,C14792,2023-02-05,Moderate,Hood dent from minor crash,527.0
A22290,C14792,2020-12-01,Moderate,Minor fender bender,2700.0
A22291,C14792,2023-03-14,Severe,Minor fender bender,3125.0
A49073,C32689,2021-05-07,Major,Rear-end hit at traffic light,3665.0
A49074,C32689,2023-09-08,Minor,Minor collision at roundabout,543.0
A49075,C32689,2021-01-30,Severe,Rear-end hit at traffic light,2023.0
A15558,C10290,2024-07-05,Minor,Collision with pole,3327.0
A15559,C10290,2023-10-25,Minor,Head-on collision,2479.0
A69653,C46323,2023-01-13,Severe,Side mirror broken,208.0
A58507,C38920,2024-07-13,Minor,Damage from pothole incident,2284.0
A58508,C38920,2025-06-23,Minor,Scratched paint on rear bumper,1917.0
A58509,C38920,2023-11-03,Moderate,Tire puncture during accident,4692.0
A70754,C47060,2022-07-10,Major,Side mirror broken,159.0
A16511,C10942,2020-10-05,Minor,Damage from pothole incident,4814.0
A16512,C10942,2023-12-07,Minor,Front-end collision,2522.0
A46419,C30905,2020-11-19,Severe,Rear quarter panel dent,1121.0
A46420,C30905,2025-03-27,Minor,Minor collision at roundabout,3358.0
A18830,C12476,2023-04-30,Major,Head-on collision,944.0
A18831,C12476,2025-04-27,Moderate,Fender scratch from curb,1987.0
A18832,C12476,2022-11-14,Moderate,Parking lot scrape,4014.0
A27115,C18068,2020-09-19,Severe,Hood dent from minor crash,1751.0
A27116,C18068,2024-02-19,Moderate,Collision with pole,3275.0
A23444,C15591,2024-09-25,Minor,Minor parking lot accident,3064.0
A43946,C29236,2024-07-05,Moderate,Head-on collision,1560.0
A43947,C29236,2021-01-04,Moderate,Head-on collision,388.0
A27925,C18598,2022-10-23,Minor,Minor collision at roundabout,2056.0
A27926,C18598,2022-07-23,Major,Damage from pothole incident,1279.0
A33377,C22216,2022-07-20,Minor,Side panel scratch,1395.0
A33378,C22216,2023-05-22,Moderate,Minor parking lot accident,1642.0
A33379,C22216,2021-09-10,Moderate,Scratched paint on rear bumper,858.0
A37582,C25019,2021-01-05,Moderate,Minor collision at roundabout,1069.0
A37583,C25019,2023-02-12,Minor,Rear quarter panel dent,797.0
A37584,C25019,2025-03-21,Minor,Minor collision at roundabout,4407.0
A14567,C09668,2022-06-07,Severe,Accident on slippery road,4555.0
A00773,C00533,2024-11-01,Major,Side swipe from passing vehicle,700.0
A00774,C00533,2023-10-31,Severe,Damage from pothole incident,2106.0
A00775,C00533,2021-08-05,Minor,Front bumper scrape,1645.0
A55936,C37226,2025-07-07,Severe,Fender scratch from curb,2738.0
A00997,C00687,2025-05-03,Major,Tire puncture during accident,1952.0
A00998,C00687,2022-12-21,Major,Rear-end hit at traffic light,3115.0
A00999,C00687,2020-09-27,Moderate,Windshield damage,2736.0
A58928,C39187,2022-09-19,Moderate,Head-on collision,1570.0
A58929,C39187,2023-11-28,Moderate,Collision with pole,4315.0
A58930,C39187,2025-01-09,Major,Side panel scratch,542.0
A39613,C26327,2021-02-19,Moderate,Minor fender bender,4870.0
A39614,C26327,2025-05-27,Severe,Side swipe from passing vehicle,173.0
A39615,C26327,2025-03-21,Major,Tire puncture during accident,3924.0
A25356,C16896,2022-10-21,Minor,Rear-end hit at traffic light,1094.0
A25357,C16896,2020-09-12,Severe,Tire puncture during accident,918.0
A27176,C18105,2025-06-03,Minor,Tire puncture during accident,254.0
A27177,C18105,2024-02-08,Moderate,Minor collision at roundabout,715.0
A69418,C46170,2022-01-25,Minor,Minor fender bender,2967.0
A61884,C41136,2020-12-12,Minor,Hood dent from minor crash,784.0
A10790,C07183,2022-10-01,Minor,Fender scratch from curb,423.0
A10791,C07183,2022-11-13,Severe,Side mirror broken,2650.0
A66509,C44182,2024-07-06,Severe,Windshield damage,3666.0
A69667,C46338,2021-02-19,Moderate,Minor collision at roundabout,3349.0
A69668,C46338,2022-07-31,Minor,Tire puncture during accident,2884.0
A09652,C06435,2021-09-13,Severe,Rear quarter panel dent,4860.0
A09653,C06435,2024-08-20,Severe,Rear-end hit at traffic light,683.0
A00891,C00625,2024-03-18,Major,Fender scratch from curb,3765.0
A00892,C00625,2022-07-24,Moderate,Rear bumper collision,1972.0
A33899,C22590,2024-08-13,Moderate,Minor parking lot accident,341.0
A21652,C14362,2024-10-24,Minor,Side swipe from passing vehicle,3321.0
A64278,C42684,2025-01-23,Severe,Accident on slippery road,2761.0
A42207,C28071,2022-02-15,Minor,Side mirror broken,1670.0
A42208,C28071,2024-04-23,Minor,Side swipe from passing vehicle,4961.0
A42209,C28071,2024-03-29,Minor,Damage from pothole incident,2611.0
A67427,C44832,2021-10-06,Moderate,Rear-end hit at traffic light,3408.0
A67428,C44832,2024-09-18,Major,Tire puncture during accident,1680.0
A67429,C44832,2023-05-14,Moderate,Side panel scratch,1646.0
A01352,C00929,2021-02-24,Severe,Scratched paint on rear bumper,2890.0
A01353,C00929,2023-03-28,Minor,Door dent from tight parking,3099.0
A71703,C47678,2020-12-23,Minor,Side mirror broken,4564.0
A71704,C47678,2023-10-20,Severe,Accident on slippery road,571.0
A71705,C47678,2024-07-08,Moderate,Scratched paint on rear bumper,404.0
A05458,C03674,2023-09-01,Moderate,Side swipe from passing vehicle,2487.0
A05459,C03674,2023-10-05,Minor,Collision with pole,3751.0
A05460,C03674,2024-02-15,Minor,Side mirror broken,973.0
A67387,C44802,2025-02-01,Major,Collision with pole,3896.0
A52854,C35195,2024-11-19,Major,Windshield damage,3707.0
A52855,C35195,2025-08-25,Major,Scratched paint on rear bumper,514.0
A52856,C35195,2022-07-29,Severe,Accident on slippery road,779.0
A08265,C05538,2025-01-22,Minor,Rear-end hit at traffic light,1016.0
A34461,C22963,2024-06-07,Major,Front bumper scrape,4050.0
A34462,C22963,2024-12-10,Moderate,Windshield damage,2805.0
A34463,C22963,2023-02-03,Severe,Side panel scratch,861.0
A33515,C22318,2021-11-25,Severe,Front-end collision,2382.0
A33516,C22318,2023-12-22,Minor,Windshield damage,3311.0
A13596,C09026,2022-12-14,Major,Front bumper scrape,4283.0
A13597,C09026,2023-02-24,Minor,Minor collision at roundabout,1215.0
A38978,C25919,2021-02-10,Minor,Rear-end hit at traffic light,4717.0
A72247,C48024,2022-09-15,Major,Side swipe from passing vehicle,3943.0
A37692,C25089,2021-12-08,Severe,Parking lot scrape,4915.0
A37693,C25089,2022-09-12,Moderate,Side swipe from passing vehicle,2352.0
A08901,C05955,2022-03-03,Severe,Minor fender bender,2351.0
A08902,C05955,2021-01-16,Minor,Parking lot scrape,3203.0
A09317,C06232,2025-07-09,Severe,Side panel scratch,403.0
A09318,C06232,2024-10-09,Moderate,Rear quarter panel dent,2769.0
A09319,C06232,2024-01-01,Severe,Rear-end hit at traffic light,1034.0
A59646,C39652,2021-05-05,Severe,Minor parking lot accident,2503.0
A59647,C39652,2022-10-23,Minor,Windshield damage,869.0
A69604,C46291,2025-07-09,Minor,Minor parking lot accident,3056.0
A02396,C01674,2024-10-06,Major,Parking lot scrape,1030.0
A57488,C38270,2024-05-23,Moderate,Front bumper scrape,4247.0
A40572,C26968,2021-08-27,Severe,Rear-end hit at traffic light,4971.0
A27057,C18036,2022-09-25,Minor,Rear bumper collision,392.0
A27058,C18036,2020-09-09,Minor,Damage from pothole incident,3630.0
A27059,C18036,2023-12-13,Moderate,Side swipe from passing vehicle,1120.0
A48689,C32412,2024-01-23,Major,Accident on slippery road,2757.0
A68169,C45345,2022-09-21,Severe,Damage from pothole incident,449.0
A68170,C45345,2022-09-04,Minor,Door dent from tight parking,2617.0
A27186,C18110,2024-10-02,Moderate,Parking lot scrape,1786.0
A62841,C41772,2024-05-06,Minor,Side swipe from passing vehicle,953.0
A36592,C24380,2022-03-25,Minor,Minor collision at roundabout,4639.0
A36593,C24380,2023-08-08,Major,Damage from pothole incident,3341.0
A36594,C24380,2024-02-01,Minor,Rear-end hit at traffic light,2383.0
A09981,C06652,2023-12-29,Minor,Side panel scratch,262.0
A09982,C06652,2020-10-08,Moderate,Fender scratch from curb,2615.0
A09983,C06652,2023-06-12,Moderate,Rear quarter panel dent,2433.0
A64962,C43142,2023-08-03,Moderate,Hood dent from minor crash,3461.0
A64963,C43142,2022-06-24,Minor,Hood dent from minor crash,4013.0
A64964,C43142,2023-12-03,Severe,Front bumper scrape,1515.0
A20816,C13823,2024-12-31,Moderate,Head-on collision,1287.0
A20817,C13823,2025-08-30,Moderate,Side panel scratch,1647.0
A36657,C24423,2025-08-13,Minor,Damage from pothole incident,902.0
A36658,C24423,2020-12-29,Major,Side panel scratch,4630.0
A72311,C48073,2022-01-06,Moderate,Tire puncture during accident,4286.0
A72312,C48073,2023-04-13,Moderate,Tire puncture during accident,1759.0
A23641,C15712,2023-02-20,Major,Fender scratch from curb,4199.0
A23642,C15712,2023-04-29,Severe,Side mirror broken,1655.0
A12128,C08060,2023-05-22,Minor,Accident on slippery road,4844.0
A12129,C08060,2020-12-03,Minor,Accident on slippery road,2934.0
A62819,C41760,2020-11-23,Minor,Head-on collision,1311.0
A62820,C41760,2020-12-20,Minor,Side panel scratch,4205.0
A41803,C27785,2020-10-13,Major,Minor parking lot accident,1689.0
A41804,C27785,2021-02-21,Major,Accident on slippery road,2902.0
A41805,C27785,2025-02-14,Moderate,Front-end collision,257.0
A28683,C19114,2021-02-05,Major,Rear quarter panel dent,4281.0
A55008,C36630,2022-04-11,Major,Scratched paint on rear bumper,1011.0
A55009,C36630,2020-11-02,Severe,Fender scratch from curb,1490.0
A55010,C36630,2021-09-28,Minor,Damage from pothole incident,1105.0
A24786,C16498,2022-02-12,Major,Front bumper scrape,4016.0
A29609,C19708,2021-01-04,Major,Side panel scratch,3720.0
A57529,C38298,2024-12-04,Major,Side mirror broken,3920.0
A57530,C38298,2021-12-03,Minor,Hood dent from minor crash,1676.0
A35908,C23928,2024-11-30,Severe,Rear-end hit at traffic light,4195.0
A35909,C23928,2022-03-22,Major,Door dent from tight parking,249.0
A35910,C23928,2025-01-18,Minor,Rear-end hit at traffic light,4797.0
A19131,C12679,2021-07-09,Major,Minor fender bender,3175.0
A19132,C12679,2023-02-22,Severe,Rear bumper collision,4078.0
A44627,C29696,2024-06-29,Severe,Side mirror broken,2656.0
A44628,C29696,2025-04-29,Minor,Tire puncture during accident,1658.0
A45325,C30186,2023-04-18,Major,Fender scratch from curb,2205.0
A45326,C30186,2020-11-20,Severe,Windshield damage,1819.0
A17937,C11906,2022-04-24,Minor,Front bumper scrape,1902.0
A25996,C17319,2020-10-03,Major,Fender scratch from curb,4006.0
A25997,C17319,2024-07-25,Major,Rear-end hit at traffic light,1497.0
A27639,C18401,2025-01-07,Moderate,Accident on slippery road,2128.0
A30497,C20291,2022-01-25,Moderate,Rear bumper collision,2734.0
A03588,C02468,2021-08-31,Minor,Rear quarter panel dent,2605.0
A03589,C02468,2024-09-02,Moderate,Tire puncture during accident,1315.0
A03590,C02468,2022-04-01,Minor,Tire puncture during accident,217.0
A48304,C32166,2022-01-15,Major,Door dent from tight parking,675.0
A48305,C32166,2024-05-13,Major,Head-on collision,2178.0
A48306,C32166,2021-03-14,Major,Hood dent from minor crash,4230.0
A00387,C00262,2023-11-30,Moderate,Side swipe from passing vehicle,2597.0
A00388,C00262,2022-11-30,Severe,Hood dent from minor crash,1332.0
A00389,C00262,2023-11-16,Minor,Head-on collision,1771.0
A70410,C46832,2020-12-04,Moderate,Minor parking lot accident,2081.0
A70411,C46832,2023-08-25,Moderate,Accident on slippery road,3893.0
A39475,C26238,2024-04-29,Major,Parking lot scrape,180.0
A39476,C26238,2022-04-07,Moderate,Side panel scratch,1595.0
A46254,C30802,2023-12-11,Minor,Minor collision at roundabout,3048.0
A46255,C30802,2020-12-08,Moderate,Minor parking lot accident,3679.0
A46256,C30802,2025-02-06,Moderate,Head-on collision,4953.0
A27552,C18342,2024-07-27,Major,Rear-end hit at traffic light,1047.0
A27553,C18342,2024-03-27,Minor,Tire puncture during accident,3150.0
A27554,C18342,2021-11-15,Minor,Front-end collision,1790.0
A52592,C35022,2025-02-04,Severe,Minor parking lot accident,1064.0
A16740,C11100,2021-09-27,Moderate,Rear-end hit at traffic light,3758.0
A16741,C11100,2024-03-25,Major,Windshield damage,1277.0
A67196,C44661,2023-04-21,Minor,Minor parking lot accident,2767.0
A67197,C44661,2021-03-14,Major,Damage from pothole incident,2766.0
A63962,C42489,2022-09-27,Major,Accident on slippery road,4175.0
A39883,C26512,2020-12-13,Severe,Accident on slippery road,2388.0
A39884,C26512,2023-06-27,Major,Scratched paint on rear bumper,2823.0
A18610,C12342,2022-04-19,Major,Accident on slippery road,442.0
A18611,C12342,2024-08-21,Minor,Fender scratch from curb,1449.0
A13078,C08685,2020-11-01,Minor,Door dent from tight parking,4629.0
A13079,C08685,2021-11-25,Severe,Side mirror broken,3371.0
A30573,C20343,2021-09-16,Minor,Damage from pothole incident,2149.0
A30574,C20343,2021-02-08,Moderate,Side mirror broken,1096.0
A56286,C37451,2020-10-25,Severe,Rear-end hit at traffic light,969.0
A30173,C20079,2024-07-25,Major,Front bumper scrape,952.0
A30174,C20079,2023-03-03,Moderate,Side panel scratch,4499.0
A30175,C20079,2021-03-07,Moderate,Front-end collision,1731.0
A68626,C45647,2023-12-22,Severe,Side panel scratch,3978.0
A68627,C45647,2022-04-09,Minor,Head-on collision,3581.0
A68628,C45647,2022-04-20,Major,Minor parking lot accident,2645.0
A75032,C49909,2023-09-22,Major,Side panel scratch,4192.0
A23424,C15579,2023-07-05,Severe,Front bumper scrape,3457.0
A23425,C15579,2021-12-25,Severe,Damage from pothole incident,2150.0
A23426,C15579,2022-08-30,Moderate,Hood dent from minor crash,3650.0
A08750,C05855,2025-03-07,Minor,Side swipe from passing vehicle,3901.0
A08751,C05855,2022-04-07,Major,Head-on collision,2009.0
A08752,C05855,2022-07-09,Severe,Parking lot scrape,4315.0
A50419,C33580,2023-08-11,Severe,Hood dent from minor crash,3013.0
A50420,C33580,2021-10-17,Minor,Door dent from tight parking,2286.0
A13222,C08778,2024-03-18,Major,Minor collision at roundabout,4866.0
A13223,C08778,2025-09-01,Minor,Rear quarter panel dent,3897.0
